year_of_incident,watch,type_of_incident,type_location,type_of_property,incident_address,reporting_area,beat,division,council_district,date1_of_occurrence,year1_of_occurrence,month1_of_occurence,day1_of_the_week,time1_of_occurrence,day1_of_the_year,date2_of_occurrence,year2_of_occurrence,month2_of_occurence,day2_of_the_week,time2_of_occurrence,day2_of_the_year,date_of_report,date_incident_created,offense_entered_year,offense_entered_month,offense_entered_day_of_the_week,offense_entered_time,offense_entered_date_time,call_received_date_time,call_date_time,call_cleared_date_time,call_dispatch_date_time,person_involvement_type,victim_type,victim_race,victim_ethnicity,victim_gender,element_number_assigned,investigating_unit_1,investigating_unit_2,offense_status,ucr_disposition,modus_operandi_mo,family_offense,hate_crime,hate_crime_description,weapon_used,gang_related_offense,drug_related_istevencident,criminal_justice_information_service_code,penal_code,ucr_offense_name,ucr_offense_description,ucr_code,offense_type,nibrs_crime,nibrs_crime_category,nibrs_crime_against,nibrs_code,nibrs_group,nibrs_type,update_date,x_coordinate,y_cordinate,zip_code,city,state,location1
2014,1,ASSAULT -VERBAL THREAT,Outdoor Area Public/Private,N/A,2806 CANTON ST,2078,153,CENTRAL,D2,2014-10-19T00:00:00Z,2014,October,Sun,06:10:00,292,2014-10-19T00:00:00Z,2014,October,Sun,06:25:00,292,2014-10-19T07:00:00Z,2014-10-19T18:33:10Z,2014,October,Sun,18:33:00,292,2014-10-19T18:16:59Z,2014-10-19T18:10:20Z,2014-10-19T20:03:19Z,2014-10-19T18:17:43Z,Victim,Individual,White,Non-Hispanic or Latino,Male,C144,NA,NA,Clear by Arrest,CBA (Over Age 17),AP THREATENED TO ASSAULT BOTH COMPLAINANTS. NFI...,FALSE,NA,None,None (Mutually Exclusive),No,No,99999999,PC 22.01(a)(2),ASSAULT,ASSAULT,450,PART2,NA,NA,NA,NA,NA,NA,2018-02-16T19:46:43Z,2496187.43712837,6971828.94381227,75226,DALLAS,TX,"2806 CANTON ST
DALLAS, TX 75226
(32.782237, -96.782915)"
2021,2,CRIMINAL TRESPASS WARNING,Apartment Complex/Building,N/A,5821 HIGHLAND HILLS DR,4356,757,SOUTH CENTRAL,D8,2021-09-08T00:00:00Z,2021,September,Wed,10:00:00,251,2021-09-08T00:00:00Z,2021,September,Wed,10:30:00,251,2021-09-08T11:39:00Z,2021-09-08T11:08:04Z,2021,September,Wed,11:08:00,251,2021-09-08T10:00:38Z,2021-09-08T10:00:38Z,2021-09-08T12:20:20Z,2021-09-08T10:41:34Z,Victim,Business,NA,NA,NA,D721,NA,NA,Suspended,Suspended,CRIMINAL TRESPASS WARNING,FALSE,NA,None,NA,NA,UNK,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-09-09T07:35:49Z,2502077.87263,6933092.12939,75241,DALLAS,TX,"5821 HIGHLAND HILLS DR
DALLAS, TX 75241
(32.675083, -96.766494)"
2019,1,UNAUTHORIZED USE OF MOTOR VEH - (ATT) TRUCK OR BUS,Apartment Residence,N/A,4656 ST FRANCIS AVE,1217,318,SOUTHEAST,D7,2019-11-01T00:00:00Z,2019,November,Fri,02:00:00,305,2019-11-01T00:00:00Z,2019,November,Fri,06:40:00,305,2019-11-01T07:35:52Z,2019-11-01T12:52:32Z,2019,November,Fri,12:52:00,305,2019-11-01T07:35:52Z,2019-11-01T07:35:52Z,2019-11-01T12:54:31Z,2019-11-01T12:11:03Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,NA,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,UNK SUSP ATTEMPTED TO STEAL COMPS VEHICLE,FALSE,NA,None,NA,NA,No,24110004,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2020-01-16T11:40:40Z,2525363.87984,6972981.91932,75227,DALLAS,TX,"4656 ST FRANCIS AVE
DALLAS, TX 75227
(32.784054, -96.687745)"
2020,3,TRAF VIO -DUTY ON STRIKE UNATTENDED VEH > OR EQUAL $200,"Highway, Street, Alley ETC",N/A,2400 LUCAS DR,3118,517,NORTHWEST,D2,2020-10-19T00:00:00Z,2020,October,Mon,20:16:00,293,2020-10-19T00:00:00Z,2020,October,Mon,20:16:00,293,2020-10-19T20:17:00Z,2020-10-19T21:12:15Z,2020,October,Mon,21:12:00,293,2020-10-19T20:17:18Z,2020-10-19T20:17:18Z,2020-10-19T22:19:38Z,2020-10-19T20:55:04Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,T131,Strategic Deployment,Field Services / Vehicle Crimes Unit,Suspended,Suspended,HIT AND RUN CRASH.,FALSE,NA,None,NA,NA,No,54990007,550.024(b)(2),NA,NA,NA,NA,TRAFFIC VIOLATION - HAZARDOUS,TRAFFIC VIOLATION - HAZARDOUS,"PERSON, PROPERTY, OR SOCIETY",999,C,999 - No Coded,2020-10-27T10:48:21Z,2483342.93361795,6981767.85536486,75219,DALLAS,TX,"2400 LUCAS DR
DALLAS, TX 75219
(32.81007, -96.824275)"
2021,2,CRIMINAL TRESPASS WARNING,Gas or Service Station,N/A,19020 PRESTON RD,4422,621,NORTH CENTRAL,D12,2021-05-10T00:00:00Z,2021,May,Mon,13:30:00,130,2021-05-10T00:00:00Z,2021,May,Mon,13:38:00,130,2021-05-10T13:38:00Z,2021-05-10T18:47:16Z,2021,May,Mon,18:47:00,130,2021-05-10T13:38:52Z,2021-05-10T13:38:52Z,2021-05-10T19:28:44Z,2021-05-10T18:24:43Z,Victim,Business,NA,NA,NA,C641,NA,NA,NA,NA,CT WARNING,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-05-11T16:10:50Z,2491168.79132578,7053892.16321568,75252,DALLAS,TX,"19020 PRESTON RD
DALLAS, TX 75252
(33.007648, -96.795395)"
2021,1,BMV,Outdoor Area Public/Private,Outdoor Area Public/Private,8787 S LANCASTER RD,4375,756,SOUTH CENTRAL,D8,2021-08-24T00:00:00Z,2021,August,Tue,00:00:00,236,2021-08-24T00:00:00Z,2021,August,Tue,08:00:00,236,2021-08-24T09:29:00Z,2021-08-24T09:49:21Z,2021,August,Tue,09:49:00,236,2021-08-24T09:29:11Z,2021-08-24T09:29:11Z,2021-08-24T12:42:58Z,2021-08-24T09:34:08Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,B723,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,"UNK SUS CUT LOCK TO COMP VEH, TOOK PROP AND FLED LOC",FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2021-11-03T13:22:47Z,2497778.82424,6920701.24505,75241,DALLAS,TX,"8787 S LANCASTER RD
DALLAS, TX 75241
(32.641924, -96.779295)"
2020,2,CRIMINAL TRESPASS WARNING,Apartment Complex/Building,N/A,1400 HI LINE DR,3130,517,NORTHWEST,D6,2020-03-05T00:00:00Z,2020,March,Thu,08:30:00,65,2020-03-05T00:00:00Z,2020,March,Thu,08:45:00,65,2020-03-05T08:46:00Z,2020-03-05T09:27:19Z,2020,March,Thu,09:27:00,65,2020-03-05T08:46:26Z,2020-03-05T08:46:26Z,2020-03-05T10:15:48Z,2020-03-05T08:52:56Z,Victim,Business,NA,NA,NA,D512,NA,NA,Suspended,Suspended,CT WARNING,FALSE,NA,None,NA,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2020-03-05T10:45:09Z,2485912.41207477,6976432.30041918,75207,DALLAS,TX,"1400 HI LINE DR
DALLAS, TX 75207
(32.794821, -96.816403)"
2021,1,DWI,"Highway, Street, Alley ETC",N/A,6400 CAMPBELL RD,6002,622,NORTH CENTRAL,D12,2021-10-09T00:00:00Z,2021,October,Sat,02:05:00,282,2021-10-09T00:00:00Z,2021,October,Sat,02:10:00,282,2021-10-09T02:15:00Z,2021-10-09T02:42:21Z,2021,October,Sat,02:42:00,282,2021-10-09T02:15:40Z,2021-10-09T02:15:40Z,2021-10-09T08:02:16Z,2021-10-09T02:15:40Z,Victim,Society/Public,NA,NA,NA,A612,NA,NA,Clear by Arrest,CBA (Over Age 17),AP WAS DRIVING WHILE INTOXICATED,FALSE,NA,None,NA,NA,No,54040009,PC 49.04,NA,NA,NA,NA,DUI,DRIVING UNDER THE INFLUENCE,SOCIETY,90D,B,90D - No Coded,2021-10-09T08:17:48Z,2490389.6316,7043284.45504,75248,DALLAS,TX,"6400 CAMPBELL RD
DALLAS, TX 75248
(32.978913, -96.798041)"
2019,2,BMV,Parking (Business),N/A,13130 PRESTON RD,1018,635,NORTH CENTRAL,D11,2019-06-15T00:00:00Z,2019,June,Sat,08:53:00,166,2019-06-15T00:00:00Z,2019,June,Sat,08:57:00,166,2019-06-15T08:58:00Z,2019-06-15T09:39:57Z,2019,June,Sat,09:39:00,166,2019-06-15T08:58:53Z,2019-06-15T08:58:53Z,2019-06-15T13:04:40Z,2019-06-15T09:01:07Z,Victim,Individual,White,Non-Hispanic or Latino,Male,B651,Investigations,Property Crime Division / NC Property Crimes,Suspended,Suspended,"USED CROWBAR, BROKE DRIVER WINDOWS/DRIVER DOOR LOCK",FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-07-17T19:57:04Z,2489376.05737844,7024675.06712243,75240,DALLAS,TX,"13130 PRESTON RD
DALLAS, TX 75240
(32.927756, -96.803453)"
2021,1,UNAUTHORIZED USE OF MOTOR VEH - AUTOMOBILE,"Highway, Street, Alley ETC",N/A,2705 AVON ST,4087,415,SOUTHWEST,D1,2021-02-03T00:00:00Z,2021,February,Wed,02:00:00,34,2021-02-03T00:00:00Z,2021,February,Wed,05:00:00,34,2021-02-03T10:53:00Z,2021-02-03T11:22:16Z,2021,February,Wed,11:22:00,34,2021-02-03T10:53:37Z,2021-02-03T10:53:36Z,2021-02-03T11:57:33Z,2021-02-03T11:08:11Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,B464,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSPECT TOOK VEHICLE WITHOUT CONSENT.,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2021-02-11T16:06:17Z,2471468.80398,6961208.99281,75211,DALLAS,TX,"2705 AVON ST
DALLAS, TX 75211
(32.753901, -96.863878)"
2017,2,ABANDONED PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,6800 WILHELMINA DR,4343,456,SOUTHWEST,D3,2017-11-02T00:00:00Z,2017,November,Thu,08:00:00,306,2017-11-02T00:00:00Z,2017,November,Thu,08:01:00,306,2017-11-02T09:23:00Z,2017-11-02T08:27:58Z,2017,November,Thu,08:27:00,306,2017-11-02T08:27:16Z,2017-11-02T08:27:16Z,2017-11-02T09:37:23Z,2017-11-02T08:27:19Z,Victim,Government,NA,NA,NA,B408,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,ABANDONED VEHICLE,FALSE,NA,None,Other,No,No,99999999,No Violation,FOUND,FOUND PROPERTY,4300,NOT CODED,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2017-11-02T10:30:31Z,2466982.21568328,6929470.58299111,75237,DALLAS,TX,"6800 WILHELMINA DR
DALLAS, TX 75237
(32.667066, -96.88006)"
2018,2,CRIM MISCHIEF > OR EQUAL $100 < $750,Convenience Store,N/A,3129 AL LIPSCOMB WAY,2111,343,SOUTHEAST,D7,2018-05-10T00:00:00Z,2018,May,Thu,15:05:00,130,2018-05-10T00:00:00Z,2018,May,Thu,15:10:00,130,2018-05-10T16:05:00Z,2018-05-10T16:12:23Z,2018,May,Thu,16:12:00,130,2018-05-10T15:24:35Z,2018-05-10T15:24:34Z,2018-05-10T17:35:28Z,2018-05-10T15:56:27Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,F318,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,SUSP DAMAGED COMP'S VEHICLE WITH METAL PIPE.,FALSE,NA,None,NA,NA,No,29990042,PC 28.03(b)(2),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-06-11T11:08:49Z,2500969.29173785,6969491.61220086,75215,DALLAS,TX,"3129 AL LIPSCOMB WAY
DALLAS, TX 75215
(32.775358, -96.767561)"
2019,1,BURGLARY OF BUILDING - FORCED ENTRY,Liquor Store,N/A,3610 INWOOD RD,3096,523,NORTHWEST,D13,2019-02-20T00:00:00Z,2019,February,Wed,05:08:00,51,2019-02-20T00:00:00Z,2019,February,Wed,05:12:00,51,2019-02-20T06:03:00Z,2019-02-20T05:29:05Z,2019,February,Wed,05:29:00,51,2019-02-20T05:10:56Z,2019-02-20T05:10:35Z,2019-02-20T07:48:32Z,2019-02-20T05:14:41Z,Victim,Business,NA,NA,NA,A543,Investigations,Property Crime Division / NW Property Crimes,Suspended,Suspended,UNKNOWN SUSPECTS ENTERED BUSINESS AND TOOK PROPERTY W/O CONSENT,FALSE,NA,None,NA,NA,No,22990001,PC 30.02(c)(1),NA,NA,NA,NA,BURGLARY-BUSINESS,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2019-03-10T06:08:44Z,2482928.66738611,6989527.66202369,75209,DALLAS,TX,"3610 INWOOD RD
DALLAS, TX 75209
(32.831679, -96.825013)"
2022,1,PUBLIC INTOXICATION,Outdoor Area Public/Private,N/A,3741 HIGH VISTA DR,3007,555,NORTHWEST,D13,2022-04-11T00:00:00Z,2022,April,Mon,00:00:00,101,2022-04-11T00:00:00Z,2022,April,Mon,00:05:00,101,2022-04-11T00:06:00Z,2022-04-11T01:39:16Z,2022,April,Mon,01:39:00,101,2022-04-11T00:05:40Z,2022-04-11T00:05:39Z,2022-04-11T04:46:38Z,2022-04-11T00:30:31Z,Victim,Society/Public,NA,NA,NA,A555,NA,NA,Clear by Arrest,CBA (Over Age 17),AP WAS INTOXICATED IN A PUBLIC PLACE,FALSE,NA,None,NA,NA,No,99999999,PC 49.02,NA,NA,NA,NA,PUBLIC INTOXICATION,PUBLIC INTOXICATION,SOCIETY,90Z,B,90Z - No Coded,2022-04-11T03:39:42Z,2473544.0815,7018675.11685,75244,DALLAS,TX,"3741 HIGH VISTA DR
DALLAS, TX 75244
(32.911908, -96.853856)"
2021,1,RECOVERED OUT OF TOWN STOLEN PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,3200 SYLVAN AVE,4042,424,SOUTHWEST,D6,2021-11-15T00:00:00Z,2021,November,Mon,00:00:00,319,2021-11-15T00:00:00Z,2021,November,Mon,00:14:00,319,2021-11-15T00:15:00Z,2021-11-15T02:51:35Z,2021,November,Mon,02:51:00,319,2021-11-15T00:15:39Z,2021-11-15T00:15:39Z,2021-11-15T12:53:20Z,2021-11-15T00:18:15Z,Victim,Society/Public,NA,NA,NA,F452,NA,NA,Suspended,Suspended,RECOVERED STOLEN HANDGUN.,FALSE,NA,None,Handgun,NA,No,99999999,No Offense,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2021-12-14T17:25:47Z,2479961.76026,6970974.54854,75212,DALLAS,TX,"3200 SYLVAN AVE
DALLAS, TX 75212
(32.780494, -96.835716)"
2020,1,BMV,Apartment Parking Lot,Apartment Complex/Building,1409 S LAMAR ST,2123,151,CENTRAL,D2,2020-05-13T00:00:00Z,2020,May,Wed,03:00:00,134,2020-05-13T00:00:00Z,2020,May,Wed,08:00:00,134,2020-05-13T10:33:00Z,2020-05-13T10:57:08Z,2020,May,Wed,10:57:00,134,2020-05-13T10:33:19Z,2020-05-13T10:33:18Z,2020-05-13T11:35:10Z,2020-05-13T10:43:34Z,Victim,Individual,White,Non-Hispanic or Latino,Female,EX01,NA,NA,Suspended,Suspended,SUSPECT BROKE REAR PASSENGER WINDOW AND TRASHED OUT VEHICLE,FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2020-07-11T10:25:59Z,2492423.98632194,6966058.42812236,75215,DALLAS,TX,"1409 S LAMAR ST
DALLAS, TX 75215
(32.767469, -96.795243)"
2018,1,THEFT OF PROP > OR EQUAL $100 <$750 (NOT SHOPLIFT) PC31.03(e2A),Apartment Residence,N/A,205 W OVERTON RD,4264,723,SOUTH CENTRAL,D4,2018-02-11T00:00:00Z,2018,February,Sun,01:00:00,42,2018-02-11T00:00:00Z,2018,February,Sun,12:00:00,42,2018-02-15T19:31:00Z,2018-02-15T21:22:26Z,2018,February,Thu,21:22:00,46,NA,NA,NA,NA,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Female,EX05,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,KNOWN SUSPECT REMOVED CASH,FALSE,NA,None,NA,NA,No,23990191,PC 31.03(e)(2)(A),OTHER THEFTS,THEFT,690,PART1,ALL OTHER LARCENY,LARCENY/ THEFT OFFENSES,PROPERTY,23H,A,Coded,2018-02-28T14:48:50Z,2482890.74554594,6941818.71413469,75224,DALLAS,TX,"205 W OVERTON RD
DALLAS, TX 75224
(32.700026, -96.826792)"
2018,2,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Vacant,N/A,9750 FOREST LN,4424,256,NORTHEAST,D10,2018-04-27T00:00:00Z,2018,April,Fri,06:30:00,117,2018-04-27T00:00:00Z,2018,April,Fri,15:00:00,117,2018-04-27T17:17:00Z,2018-04-27T18:46:35Z,2018,April,Fri,18:46:00,117,2018-04-27T17:17:55Z,2018-04-27T17:17:55Z,2018-04-27T20:08:48Z,2018-04-27T18:19:14Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,C202,Investigations,Property Crime Division / NE Property Crimes,Suspended,Suspended,UNKNOWN SUSP ENTERED LOCKED DOOR.,FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,521,PART1,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2018-06-11T10:22:33Z,2514722.85510994,7017983.01456168,75243,DALLAS,TX,"9750 FOREST LN
DALLAS, TX 75243
(32.909438, -96.720406)"
2018,3,ABANDONED PROPERTY (NO OFFENSE),"Highway, Street, Alley ETC",N/A,6200 MCCOMMAS BLVD,1146,142,CENTRAL,D14,2018-07-18T00:00:00Z,2018,July,Wed,20:09:00,199,2018-07-18T00:00:00Z,2018,July,Wed,20:09:00,199,2018-07-18T20:36:00Z,2018-07-18T20:43:56Z,2018,July,Wed,20:43:00,199,2018-07-18T20:09:05Z,2018-07-18T20:09:05Z,2018-07-18T21:26:06Z,2018-07-18T20:18:03Z,Victim,Government,NA,NA,NA,E161,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,ABANDONED VEHICLE.,FALSE,NA,None,NA,NA,No,99999999,No Violation,NA,NA,NA,NA,MISCELLANEOUS,MISCELLANEOUS,MISCELLANEOUS,999,C,999 - No Coded,2018-07-19T11:09:53Z,2502881.40635194,6989071.53399894,75214,DALLAS,TX,"6200 MCCOMMAS BLVD
DALLAS, TX 75214
(32.829293, -96.758906)"
2018,2,BURGLARY OF HABITATION - FORCED ENTRY,Apartment Residence,N/A,1945 N GARRETT AVE,1181,146,CENTRAL,D2,2018-09-19T00:00:00Z,2018,September,Wed,06:30:00,262,2018-09-19T00:00:00Z,2018,September,Wed,20:54:00,262,2018-09-19T20:55:00Z,2018-09-19T21:23:57Z,2018,September,Wed,21:23:00,262,2018-09-19T20:55:34Z,2018-09-19T20:55:34Z,2018-09-19T22:24:40Z,2018-09-19T21:09:19Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,F153,Investigations,Property Crime Division / CE Property Crimes,Suspended,Suspended,"UNK SUSP BROKE COMPS DOOR TO APT, ENTERED, TOOK PROP, FLED",FALSE,NA,None,NA,NA,No,22990002,PC 30.02(c)(2),NA,NA,NA,NA,BURGLARY-RESIDENCE,BURGLARY/ BREAKING & ENTERING,PROPERTY,220,A,Coded,2018-10-03T17:16:57Z,2497785.88865586,6981952.84941743,75206,DALLAS,TX,"1945 N GARRETT AVE
DALLAS, TX 75206
(32.810074, -96.776782)"
2019,2,BMV,Outdoor Area Public/Private,N/A,5221 CAPITOL AVE,1159,143,CENTRAL,D2,2019-05-16T00:00:00Z,2019,May,Thu,10:15:00,136,2019-05-16T00:00:00Z,2019,May,Thu,10:17:00,136,2019-05-16T10:17:00Z,2019-05-16T10:33:02Z,2019,May,Thu,10:33:00,136,2019-05-16T10:17:20Z,2019-05-16T10:17:11Z,2019-05-16T16:05:18Z,2019-05-16T10:18:08Z,Victim,Society/Public,NA,NA,NA,B115,Investigations,Property Crime Division / CE Property Crimes,Clear by Arrest,CBA (Over Age 17),"AP ENTERED COMPS VEH WITHOUT PERMISSION, TOOK PROPERTY",FALSE,NA,None,NA,NA,No,22990004,PC 30.04(a),NA,NA,NA,NA,THEFT FROM MOTOR VEHICLE,LARCENY/ THEFT OFFENSES,PROPERTY,23F,A,Coded,2019-05-23T15:07:17Z,2497152.81741545,6983695.5631236,75206,DALLAS,TX,"5221 CAPITOL AVE
DALLAS, TX 75206
(32.814555, -96.778755)"
2019,1,HARASSMENT,Single Family Residence - Occupied,N/A,8004 WEST VIRGINIA DR,4381,745,SOUTH CENTRAL,D8,2019-12-25T00:00:00Z,2019,December,Wed,04:49:00,359,2019-12-25T00:00:00Z,2019,December,Wed,04:50:00,359,2019-12-31T13:28:00Z,2019-12-31T13:32:45Z,2019,December,Tue,13:32:00,365,2019-12-31T13:28:51Z,2019-12-31T13:28:51Z,2019-12-31T14:59:21Z,2019-12-31T13:28:51Z,Victim,Individual,Black,Non-Hispanic or Latino,Female,B442,Investigations,Property Crime Division / SC Property Crimes,Clear by Exceptional Arrest,CBEA (Over Age 17),SUSP CONTINUES TO CALL COMP AFTER COMP HAS TOLD HIM NOT TO. NFI,FALSE,NA,None,NA,UNK,No,13160012,PC 42.07(c),NA,NA,NA,NA,INTIMIDATION,ASSAULT OFFENSES,PERSON,13C,A,Coded,2020-07-15T10:35:34Z,2467232.03440936,6923210.20115493,75237,DALLAS,TX,"8004 WEST VIRGINIA DR
DALLAS, TX 75237
(32.651014, -96.878166)"
2017,1,"CRIM MISCHIEF >OR EQUAL $750 BUT <$2,500","Highway, Street, Alley ETC",Motor Vehicle,3519 S TRUNK AVE,2137,346,SOUTHEAST,D7,2017-12-16T00:00:00Z,2017,December,Sat,04:45:00,350,2017-12-16T00:00:00Z,2017,December,Sat,05:05:00,350,2017-12-16T05:07:00Z,2017-12-16T05:27:11Z,2017,December,Sat,05:27:00,350,2017-12-16T05:07:42Z,2017-12-16T05:07:42Z,2017-12-16T06:45:53Z,2017-12-16T05:10:39Z,Victim,Individual,Black,Non-Hispanic or Latino,Male,A344,Investigations,Property Crime Division / SE Property Crimes,Clear by Exceptional Arrest,CBEA (Over Age 17),SUSPECT KEYED THE RIGHT FRONT QUARTER PANEL OF COMPS VEHICLE,FALSE,NA,None,Other,UNK,No,29990002,PC 28.03(b)(3),VANDALISM & CRIM MISCHIEF,CRIMINAL MISCHIEF/VANDALISM,1400,PART2,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,DESTRUCTION/ DAMAGE/ VANDALISM OF PROPERTY,PROPERTY,290,A,Coded,2018-03-02T09:09:13Z,2503718.35940245,6967131.79080501,75215,DALLAS,TX,"3519 S TRUNK AVE
DALLAS, TX 75215
(32.76872, -96.758181)"
2020,1,UNAUTHORIZED USE OF MOTOR VEH - TRUCK OR BUS,Single Family Residence - Occupied,N/A,13223 FISH RD,6062,357,SOUTHEAST,D8,2020-10-04T00:00:00Z,2020,October,Sun,04:00:00,278,2020-10-04T00:00:00Z,2020,October,Sun,08:00:00,278,2020-10-04T09:41:00Z,2020-10-04T09:42:41Z,2020,October,Sun,09:42:00,278,2020-10-04T08:58:23Z,2020-10-04T08:58:22Z,2020-10-04T10:53:29Z,2020-10-04T09:25:53Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B352,Investigations,Special Investigations / Auto Theft,Suspended,Suspended,SUSP TOOK COMP'S VEHICLE W/O CONSENT,FALSE,NA,None,NA,NA,No,24110003,PC 31.07,NA,NA,NA,NA,UUMV,MOTOR VEHICLE THEFT,PROPERTY,240,A,Not Coded,2020-10-22T15:30:26Z,2558540.30033,6941957.68648,75253,DALLAS,TX,"13223 FISH RD
DALLAS, TX 75253
(32.697571, -96.582308)"
2016,2,BURGLARY OF HABITATION -NO FORCED ENTRY,Single Family Residence - Occupied,Residential Property Occupied/Vacant,4922 CLEAR CREEK RD,4319,741,SOUTH CENTRAL,D4,2016-05-17T00:00:00Z,2016,May,Tue,11:44:00,138,2016-05-17T00:00:00Z,2016,May,Tue,11:45:00,138,2016-05-17T11:46:00Z,2016-05-17T12:26:42Z,2016,May,Tue,12:26:00,138,2016-05-17T11:45:54Z,2016-05-17T11:45:51Z,2016-05-17T13:17:47Z,2016-05-17T11:49:07Z,Victim,Individual,Hispanic or Latino,Hispanic or Latino,Male,B714,Investigations,Property Crime Division / SC Property Crimes,Suspended,Suspended,ENTERED LOCATION TOOK PROPERTY W/O CONSENT,FALSE,NA,None,Personal Weapons (Hands-Feet ETC),No,No,22990002,PC 30.02(c)(2),BURGLARY-RESIDENCE,BURGLARY,521,PART1,NA,NA,NA,NA,NA,NA,2016-05-23T13:22:15Z,2482400.51883611,6936030.03509527,75232,DALLAS,TX,"4922 CLEAR CREEK RD
DALLAS, TX 75232
(32.684566, -96.829794)"
2018,2,HARASSMENT,Single Family Residence - Occupied,N/A,2932 VACHERIE LN,1216,317,SOUTHEAST,D7,2018-05-06T00:00:00Z,2018,May,Sun,07:32:00,126,2018-05-06T00:00:00Z,2018,May,Sun,14:16:00,126,2018-05-06T14:23:00Z,2018-05-06T14:32:54Z,2018,May,Sun,14:32:00,126,2018-05-06T14:09:35Z,2018-05-06T14:09:34Z,2018-05-06T15:40:54Z,2018-05-06T14:11:30Z,Victim,Individual,White,Non-Hispanic or Latino,Female,B312,Investigations,Property Crime Division / SE Property Crimes,Suspended,Suspended,THE KNOWN SUSP HAS MADE SEVERAL UNWANTED CALLS TO THE COMP,FALSE,NA,None,NA,UNK,No,13160012,PC 42.07(c),DISORDERLY CONDUCT,ASSAULT,2600,PART2,INTIMIDATION,ASSAULT OFFENSES,PERSON,13C,A,Coded,2020-07-10T11:22:13Z,2516458.32768886,6973441.78704327,75227,DALLAS,TX,"2932 VACHERIE LN
DALLAS, TX 75227
(32.785714, -96.716491)"
